eval_id,text_ko,eval_focus,matched_terms,target_lang,nllb_translation,nllb_time_sec,small100_translation,small100_time_sec,winner,note
SCHOOL-KO-011,"강좌: 우쿨렐레 / 모집대상: 1-4학년 / 요일: 화 / 학기 중 시간: A 13:30~15:10 / 방학 중 시간: A 09:00~10:40 / 장소: 본관4층 교과2실 / 11차시 수강료 81,950원 / 교재비 5,000원 / 악기, 교재개별 구매",schedule;money,교재;대상;방학;시간;장소;학년,vi,,,"Chương trình: Đạo diễn, học tập và giáo dục - Học sinh / Giáo dục : Trường đại học (Tháng) – Đại học Trung tâm 1-4 lớp/ Ngày ngày thứ ba tuần tháng 11 năm nay tại Hà Nội. • Thời gian nghỉ ngơi A 09:30 ~ 10:40 / Địa điểm của văn phòng 4 tầng 2 Phòng trường trung tâm 89.950 người trong số các môn đệ có thể mua hàng 5 triệu đồng bằng cách dạy riêng cho bạn; *Đạo hành 3 giờ sáng sớm hoặc buổi tối ở Nhật Bản .",2.464,,
SCHOOL-KO-012,"강좌: 3D스팀펜 / 모집대상: 1-6학년 / 요일: 수 / 학기 중 시간: A 13:30~15:10 / 방학 중 시간: A 9:00~10:40 / 장소: 본관4층 실과실 / 11차시 수강료 81,950원 / 교재비 55,000원",schedule;money,교재;대상;방학;시간;장소;학년,vi,,,"Chương trình: Đội ngũ giáo dục, học sinh và giảng dạy (Hiện tại) : 1-6 lớp / ngày/ Số lượng thời gian trong kỳ nghỉ A 13:30 ~ 15:10 / Thời gian giữa giờ lễ hội A 9:00 ~ 10:40 / Địa điểm của văn phòng 4 tầng / Học viện 11 cấp số tiền nhận được 81.950 USD / phí khóa học 55.000 USD",1.890,,
SCHOOL-KO-013,1학년 현장체험학습 참가비를 9월 27(화)~30일(금) 기간 동안 신청하신 수익자부담경비 납부 계좌인 스쿨뱅킹 또는 신용카드를 통해 납부 바랍니다.,domain_term;money;schedule,현장체험학습;스쿨뱅킹;체험학습;참가비;납부;학년,vi,,,"Vui lòng thanh toán phí học tập trong lớp 1 thông qua tài khoản ngân hàng trường hoặc thẻ tín dụng, ví dụ như các nhà cung cấp dịch vụ bảo trợ lợi nhuận của bạn đã nộp đơn vào khoảng thời gian từ ngày 27 tháng 9 đến 30 (vàng).",1.330,,
SCHOOL-KO-014,2학년 현장체험학습 참가비를 9월 27(화)~30일(금) 기간 동안 신청하신 수익자부담경비 납부 계좌인 스쿨뱅킹 또는 신용카드를 통해 납부 바랍니다.,domain_term;money;schedule,현장체험학습;스쿨뱅킹;체험학습;참가비;납부;학년,vi,,,"Vui lòng thanh toán phí học tập trong lớp 2 thông qua tài khoản ngân hàng trường hoặc thẻ tín dụng, ví dụ như các nhà cung cấp dịch vụ bảo trợ lợi nhuận của bạn đã nộp đơn vào khoảng thời gian từ ngày 27 tháng 9 đến 30 (vàng).",1.746,,
SCHOOL-KO-015,3학년 현장체험학습 참가비를 9월 27(화)~30일(금) 기간 동안 신청하신 수익자부담경비 납부 계좌인 스쿨뱅킹 또는 신용카드를 통해 납부 바랍니다.,domain_term;money;schedule,현장체험학습;스쿨뱅킹;체험학습;참가비;납부;학년,vi,,,"Vui lòng thanh toán phí học tập lớp 3 bằng tài khoản ngân hàng trường, thẻ tín dụng hoặc Ngân hàng Trường mà bạn đã nộp đơn trong giai đoạn 27/30 ngày (tháng) - 30 tháng 9.",1.179,,
SCHOOL-KO-016,5학년 현장체험학습 참가비 납부 안내 제2022-202호 5학년 학부모님께언제나 신월 교육활동에 관심과 애정으로 협조해주시는 학부모님께 진심으로 감사드립니다.10월 13일(목요일)로 예정된 5학년 현장체험학습의 참가비가 다음과 같이 확정되어 안내드립니다.,domain_term;money;guardian_privacy;schedule,현장체험학습;체험학습;목요일;참가비;납부;학년,vi,,,Xin cảm ơn các bạn đã luôn quan tâm và yêu thương của mình trong việc học tập năm 5th lớp 2018 (Tháng thứ Năm) để tham gia vào chương trình đào tạo tháng 10/2012.Tôi sẽ xác định chi phí cho sinh viên nghiên cứu trường lần đầu tiên.,1.349,,
SCHOOL-KO-017,학년 현장체험학습 참가비를 9월 27(화)~30일(금) 기간 동안 신청하신 수익자부담경비 납부계좌인 스쿨뱅킹 또는 신용카드를 통해 납부 바랍니다.,domain_term;money;schedule,현장체험학습;스쿨뱅킹;체험학습;참가비;납부;학년,vi,,,"Vui lòng thanh toán phí học tập trong năm trường bằng ngân hàng hoặc thẻ tín dụng, tài khoản tiền gửi bảo lãnh người sử dụng của bạn vào khoảng thời gian từ ngày 27 tháng 9 đến 30 (vàng).",1.147,,
SCHOOL-KO-018,1) 담임교사 수업공개 대상 학년교과시간참관 장소교사참관대상1학년창체2교시(9:50~10:30)해당 교실담임대상학급학부모2학년창체3학년창체6교시(13:40~14:20)4학년창체5학년창체6학년국어,domain_term;schedule;guardian_privacy;money,담임교사;대상;시간;장소;학급;학년,vi,,,"1) Giáo viên học sinh (Các giáo viên) 1 năm lớp 2 tháng 3 tuần trước khi tham gia vào trường đại học (2 giờ 9:50 - 10:30), 4 ngày sau buổi sáng 5 tuổi trong phòng ngủ 6 tiếng nhật. • Học tập: 13:40 – 14:20, 11 phút cuối cùng; * Sinh viên : 12:45 và 15:15 ; + Sinh viên = Tuổi thọ / Tính năng của Trường Đại học . · Tập đoàn giảng dạy tại Phòng họp báo > Văn phòng làm việc ở nhà khoa học & văn học :: Chương trình đào tạo về các môn thể thao khác nhau _ Lớp kế toán cho trẻ em từ khóa trung học đến thời điểm đầu tiên để đạt được mục tiêu chuẩn cấp độ cao nhất thế giới theo cách thức sử dụng cụ thể chất",3.486,,
SCHOOL-KO-019,"1. 수집 이용목적 : 학생의 긴급상황시 위기상담 지원 위함2. 수집항목 : 학생 개인정보, 보호자 연락처, 보호자 부재 시 연락처3. 이용 및 보유기간 : 2026학년도 (2026. 3. 3. ~ 2027. 2. 28.)",money;guardian_privacy;schedule,보호자 연락처;보호자;연락처;상담;학년;학생,vi,,,"1. mục đích thu thập: Hỗ trợ tham vấn khẩn cấp của sinh viên 2. Các mặt hàng thu thập : Thông tin cá nhân học, liên lạc bảo vệ và Liên hệ khi không có người bảo vệ 3. Thời gian sử dụng và lưu giữ: Năm học 2026 (3. ~ 2027.2.28)",1.539,,
SCHOOL-KO-020,"또한, 코로나 19로 학년별 등교일이 상이하여 e알리미를 통해 동의서를 온라인으로 수집하고자 하오니 개인정보 수집 이용 및 제3자 제공 관련 내용을 숙지하시어 동의 여부를 e알리미를 통해 제출해주시기 바랍니다.",submission;attendance;guardian_privacy;money;schedule,e알리미;동의서;코로나;등교;제출;학년,vi,,,"Ngoài ra, nếu bạn muốn thu thập sự đồng ý trực tuyến thông qua e-mail khác nhau từ ngày học của trường đại học Corona 19, xin vui lòng tìm hiểu về việc sử dụng và cung cấp dữ liệu cá nhân của bên thứ ba để gửi cho tôi sự đồng thuận hay không thông qua email.",2.575,,
