eval_id,text_ko,eval_focus,matched_terms,target_lang,nllb_translation,nllb_time_sec,small100_translation,small100_time_sec,winner,note
SCHOOL-KO-011,"강좌: 우쿨렐레 / 모집대상: 1-4학년 / 요일: 화 / 학기 중 시간: A 13:30~15:10 / 방학 중 시간: A 09:00~10:40 / 장소: 본관4층 교과2실 / 11차시 수강료 81,950원 / 교재비 5,000원 / 악기, 교재개별 구매",schedule;money,교재;대상;방학;시간;장소;학년,vi,"Học tập: Uculréle / Đại học tuyển dụng: 1-4 lớp / Đáng Nhật: Ngày / Thời gian giữa học kỳ: A 13:30~15:10 / Thời gian giữa học kỳ: A 09:00~10:40 / Địa điểm: Trại sở tầng 4 lớp học 2 phòng / 11h học phí 81,950 học sinh / Thuốc 5.000 học sinh / nhạc cụ, Thuốc phân biệt mua",5.702,Lễ học: Ukulele / tuyển dụngCác mục tiêu: 1-4 lớp / ngày: tuần / Thời gian học kỳ A 13:30 ~ 15:10 / Thời gian nghỉ phép A 09:00 ~ 10:40 / Địa điểm: trụ sở 4 tầng 2 phòng học / 11 học phí 81.950 / phí học phí 5000 / công cụ mua hàng cá nhân,2.149,nllb,"small100 is faster but shows semantic drift or unstable school-domain translation; nllb remains the safer baseline, with glossary/post-processing still required."
SCHOOL-KO-012,"강좌: 3D스팀펜 / 모집대상: 1-6학년 / 요일: 수 / 학기 중 시간: A 13:30~15:10 / 방학 중 시간: A 9:00~10:40 / 장소: 본관4층 실과실 / 11차시 수강료 81,950원 / 교재비 55,000원",schedule;money,교재;대상;방학;시간;장소;학년,vi,"Khóa học: 3D Steampen / Đại học tuyển dụng: lớp 1-6 / ngày: số / thời gian trong học kỳ: A 13:30~15:10 / thời gian trong học kỳ: A 9:00~10:40 / địa điểm: phòng thí nghiệm tầng 4 của trụ sở / 81,950 học sinh / học phí 55,000 học sinh",4.733,Các khóa học: 3D Student Pen / tuyển dụng mục tiêu: 1-6 lớp / ngày: số / Thời gian học kỳ: A 13:30 ~ 15:10 / Thời gian kỳ nghỉ: A 9:00 ~ 10:40 / Địa điểm: trụ sở 4 tầng / Phòng học 11 lớp học học: 89.950 USD / phí học tập 55.000 USD,2.123,nllb,"small100 is faster but shows semantic drift or unstable school-domain translation; nllb remains the safer baseline, with glossary/post-processing still required."
SCHOOL-KO-013,1학년 현장체험학습 참가비를 9월 27(화)~30일(금) 기간 동안 신청하신 수익자부담경비 납부 계좌인 스쿨뱅킹 또는 신용카드를 통해 납부 바랍니다.,domain_term;money;schedule,현장체험학습;스쿨뱅킹;체험학습;참가비;납부;학년,vi,"Chúng tôi muốn thanh toán các khoản tham gia học tập tại trường học năm thứ nhất thông qua tài khoản ngân hàng hoặc thẻ tín dụng của bạn, tài khoản thanh toán bảo hiểm lợi nhuận mà bạn đã đăng ký trong khoảng thời gian từ ngày 27 tháng 9 đến ngày 30.",3.484,Vui lòng thanh toán chi phí học tập trong lớp 1 thông qua tài khoản thanh toán bảo đảm lợi nhuận của người sử dụng trong giai đoạn 27-30 ngày (tháng 9) hoặc thẻ tín dụng của bạn.,1.268,nllb,"small100 is faster but shows semantic drift or unstable school-domain translation; nllb remains the safer baseline, with glossary/post-processing still required."
SCHOOL-KO-014,2학년 현장체험학습 참가비를 9월 27(화)~30일(금) 기간 동안 신청하신 수익자부담경비 납부 계좌인 스쿨뱅킹 또는 신용카드를 통해 납부 바랍니다.,domain_term;money;schedule,현장체험학습;스쿨뱅킹;체험학습;참가비;납부;학년,vi,Chúng tôi muốn thanh toán các khoản tham gia học tập tại trường học năm thứ hai thông qua tài khoản ngân hàng học tập hoặc thẻ tín dụng của bạn trong thời gian từ ngày 27 tháng 9 đến ngày 30 tháng 9.,2.988,Vui lòng thanh toán chi phí học tập trong lớp 2 thông qua tài khoản thanh toán bảo đảm lợi nhuận của người sử dụng trong giai đoạn 27-30 ngày (tháng) tháng 9 hoặc thẻ tín dụng của bạn.,1.299,nllb,"small100 is faster but shows semantic drift or unstable school-domain translation; nllb remains the safer baseline, with glossary/post-processing still required."
SCHOOL-KO-015,3학년 현장체험학습 참가비를 9월 27(화)~30일(금) 기간 동안 신청하신 수익자부담경비 납부 계좌인 스쿨뱅킹 또는 신용카드를 통해 납부 바랍니다.,domain_term;money;schedule,현장체험학습;스쿨뱅킹;체험학습;참가비;납부;학년,vi,"Chúng tôi muốn thanh toán các khoản tham gia học tập tại trường năm thứ ba thông qua tài khoản ngân hàng hoặc thẻ tín dụng của bạn, tài khoản thanh toán bảo hiểm lợi nhuận mà bạn đã đăng ký trong khoảng thời gian từ ngày 27 tháng 9 đến ngày 30 tháng 9.",3.550,Vui lòng thanh toán chi phí học tập trong lớp 3 thông qua tài khoản thanh toán bảo đảm lợi nhuận của người sử dụng trong giai đoạn 27-30 ngày (tháng) tháng 9 hoặc thẻ tín dụng của bạn.,1.350,nllb,"small100 is faster but shows semantic drift or unstable school-domain translation; nllb remains the safer baseline, with glossary/post-processing still required."
SCHOOL-KO-016,5학년 현장체험학습 참가비 납부 안내 제2022-202호 5학년 학부모님께언제나 신월 교육활동에 관심과 애정으로 협조해주시는 학부모님께 진심으로 감사드립니다.10월 13일(목요일)로 예정된 5학년 현장체험학습의 참가비가 다음과 같이 확정되어 안내드립니다.,domain_term;money;guardian_privacy;schedule,현장체험학습;체험학습;목요일;참가비;납부;학년,vi,Cảm ơn các bậc cha mẹ và cha mẹ của năm năm 2022-202 vì đã quan tâm và quan tâm đến các hoạt động giáo dục trong tháng Mười Năm và vì đã giúp đỡ các bậc cha mẹ và cha mẹ trong việc tham gia vào các khóa học năm năm 2022-202 được lên kế hoạch vào thứ Năm ngày 13 tháng Mười.,4.609,Cảm ơn các bạn đã luôn luôn quan tâm và yêu thương các bạn trong các hoạt động giáo dục năm học năm 5 năm 2018 và chúng tôi sẽ xác định chi phí tham gia vào các khóa học giáo dục năm 5 năm 2018 như sau:,1.454,nllb,"small100 is faster but shows semantic drift or unstable school-domain translation; nllb remains the safer baseline, with glossary/post-processing still required."
SCHOOL-KO-017,학년 현장체험학습 참가비를 9월 27(화)~30일(금) 기간 동안 신청하신 수익자부담경비 납부계좌인 스쿨뱅킹 또는 신용카드를 통해 납부 바랍니다.,domain_term;money;schedule,현장체험학습;스쿨뱅킹;체험학습;참가비;납부;학년,vi,Chúng tôi yêu cầu bạn thanh toán tiền tham gia vào học kỳ thực tập tại trường học trong thời gian từ ngày 27 tháng 9 đến ngày 30 tháng 9 thông qua tài khoản thanh toán ngân hàng hoặc thẻ tín dụng của bạn.,3.142,"Vui lòng thanh toán chi phí học tập trong năm học bằng ngân hàng trường học hoặc thẻ tín dụng của bạn, tài khoản thanh toán bảo đảm lợi nhuận mà bạn đã nộp đơn trong giai đoạn từ ngày 27 tháng 9 đến ngày 30 tháng 9.",1.479,nllb,"small100 is faster but shows semantic drift or unstable school-domain translation; nllb remains the safer baseline, with glossary/post-processing still required."
SCHOOL-KO-018,1) 담임교사 수업공개 대상 학년교과시간참관 장소교사참관대상1학년창체2교시(9:50~10:30)해당 교실담임대상학급학부모2학년창체3학년창체6교시(13:40~14:20)4학년창체5학년창체6학년국어,domain_term;schedule;guardian_privacy;money,담임교사;대상;시간;장소;학급;학년,vi,1) Đội giáo viên lớp công khai mục tiêu Đội giáo viên và thời gian Đội giáo viên địa điểm Đội giáo viên Đội giáo viên Đội giáo viên Đội giáo viên năm thứ hai Đội giáo viên 9:50-10:30) Đội giáo viên Đội giáo viên Đội giáo viên Đội giáo viên Cha mẹ Đội giáo viên năm thứ hai Đội giáo viên năm thứ sáu Đội giáo viên 13:40-14:20) Đội giáo viên năm thứ năm Đội giáo viên năm thứ sáu Ngôn ngữ,6.964,1) Học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học sinh học,3.290,nllb,"small100 repeats ""Hoc sinh"" and fails table-like lesson information; nllb is also rough but better baseline."
SCHOOL-KO-019,"1. 수집 이용목적 : 학생의 긴급상황시 위기상담 지원 위함2. 수집항목 : 학생 개인정보, 보호자 연락처, 보호자 부재 시 연락처3. 이용 및 보유기간 : 2026학년도 (2026. 3. 3. ~ 2027. 2. 28.)",money;guardian_privacy;schedule,보호자 연락처;보호자;연락처;상담;학년;학생,vi,"1. Mục đích sử dụng thu thập: Uỷ ban hỗ trợ giải quyết khẩn cấp của học sinh 2. Vấn đề thu thập: Thông tin cá nhân của học sinh, địa chỉ liên lạc của người bảo vệ, địa chỉ liên lạc khi người bảo vệ không có 3. Thời gian sử dụng và lưu giữ: năm học 2026 (2026. 3. ~ 2027. 2. 28.)",4.800,"1. mục đích thu thập: Hỗ trợ tham vấn khủng hoảng trong trường hợp khẩn cấp của sinh viên 2. mục thu thập: cá nhân học sinh, liên lạc bảo vệ, liên lạc trong trường hợp không có bảo vệ 3. Thời gian sử dụng và bảo tồn: năm học 2026 (3. ~ 2027. 2. 28)",1.887,nllb,"small100 is faster but shows semantic drift or unstable school-domain translation; nllb remains the safer baseline, with glossary/post-processing still required."
SCHOOL-KO-020,"또한, 코로나 19로 학년별 등교일이 상이하여 e알리미를 통해 동의서를 온라인으로 수집하고자 하오니 개인정보 수집 이용 및 제3자 제공 관련 내용을 숙지하시어 동의 여부를 e알리미를 통해 제출해주시기 바랍니다.",submission;attendance;guardian_privacy;money;schedule,e알리미;동의서;코로나;등교;제출;학년,vi,"Ngoài ra, vì bệnh Corona 19 đã xảy ra, chúng tôi muốn thu thập thông tin đồng ý trực tuyến thông qua eAlimy, vì vậy chúng tôi yêu cầu bạn xem thông tin liên quan đến việc sử dụng thu thập dữ liệu cá nhân và cung cấp của bên thứ ba, và xin vui lòng nộp thông tin đồng ý thông qua eAlimy.",4.775,"Ngoài ra, nếu bạn muốn thu thập sự đồng ý trực tuyến thông qua eAlimy thông qua việc thu thập thông tin liên quan đến việc thu thập thông tin cá nhân và cung cấp của bên thứ ba, xin vui lòng gửi sự đồng ý của bạn thông qua eAlimy.",1.751,nllb,"small100 is faster but shows semantic drift or unstable school-domain translation; nllb remains the safer baseline, with glossary/post-processing still required."
