eval_id,text_ko,eval_focus,matched_terms,target_lang,nllb_translation,nllb_time_sec,small100_translation,small100_time_sec,winner,note
SCHOOL-KO-011,"강좌: 우쿨렐레 / 모집대상: 1-4학년 / 요일: 화 / 학기 중 시간: A 13:30~15:10 / 방학 중 시간: A 09:00~10:40 / 장소: 본관4층 교과2실 / 11차시 수강료 81,950원 / 교재비 5,000원 / 악기, 교재개별 구매",schedule;money,교재;대상;방학;시간;장소;학년,vi,,,Thời gian học: A 13:30 ~ 15:10 / Thời gian nghỉ phép: A 09:00 ~ 10:40 / Địa điểm: Đại học 4 tầng lớp học 2 phòng học 11 giờ học phí 89.950 / Chi phí học phí học phí 5000 / công cụ mua hàng cá nhân,2.925,,
SCHOOL-KO-012,"강좌: 3D스팀펜 / 모집대상: 1-6학년 / 요일: 수 / 학기 중 시간: A 13:30~15:10 / 방학 중 시간: A 9:00~10:40 / 장소: 본관4층 실과실 / 11차시 수강료 81,950원 / 교재비 55,000원",schedule;money,교재;대상;방학;시간;장소;학년,vi,,,Các khóa học: 3D Stampen / tuyển dụng mục tiêu: 1-6 lớp / ngày: số / Thời gian học kỳ: A 13:30 ~ 15:10 / Thời gian nghỉ phép: A 9:00 ~ 10:40 / Địa điểm: trụ sở 4 tầng phòng học / 11 học phí 81.950 USD / phí giảng dạy 55.000 USD,3.511,,
SCHOOL-KO-013,1학년 현장체험학습 참가비를 9월 27(화)~30일(금) 기간 동안 신청하신 수익자부담경비 납부 계좌인 스쿨뱅킹 또는 신용카드를 통해 납부 바랍니다.,domain_term;money;schedule,현장체험학습;스쿨뱅킹;체험학습;참가비;납부;학년,vi,,,"Vui lòng thanh toán chi phí tham gia vào kỳ thi trường học lớp 1 thông qua tài khoản thanh toán tiền tệ của bạn, ngân hàng trường hoặc thẻ tín dụng mà bạn đã nộp đơn trong khoảng thời gian từ ngày 27 tháng 9 đến ngày 30 tháng 9.",2.960,,
SCHOOL-KO-014,2학년 현장체험학습 참가비를 9월 27(화)~30일(금) 기간 동안 신청하신 수익자부담경비 납부 계좌인 스쿨뱅킹 또는 신용카드를 통해 납부 바랍니다.,domain_term;money;schedule,현장체험학습;스쿨뱅킹;체험학습;참가비;납부;학년,vi,,,Vui lòng thanh toán chi phí tham gia vào kỳ thi trường học lớp 2 thông qua tài khoản thanh toán bảo đảm lợi nhuận của sinh viên trong khoảng thời gian từ 27 tháng 9 đến 30 ngày (vàng).,2.413,,
SCHOOL-KO-015,3학년 현장체험학습 참가비를 9월 27(화)~30일(금) 기간 동안 신청하신 수익자부담경비 납부 계좌인 스쿨뱅킹 또는 신용카드를 통해 납부 바랍니다.,domain_term;money;schedule,현장체험학습;스쿨뱅킹;체험학습;참가비;납부;학년,vi,,,Vui lòng thanh toán chi phí tham gia vào kỳ thi trường học lớp 3 thông qua tài khoản thanh toán bảo đảm thu nhập của người sử dụng trong khoảng thời gian từ ngày 27 đến 30 tháng 9.,2.438,,
SCHOOL-KO-016,5학년 현장체험학습 참가비 납부 안내 제2022-202호 5학년 학부모님께언제나 신월 교육활동에 관심과 애정으로 협조해주시는 학부모님께 진심으로 감사드립니다.10월 13일(목요일)로 예정된 5학년 현장체험학습의 참가비가 다음과 같이 확정되어 안내드립니다.,domain_term;money;guardian_privacy;schedule,현장체험학습;체험학습;목요일;참가비;납부;학년,vi,,,"Xin chân thành cảm ơn các bậc phụ huynh của bạn vì sự quan tâm và tình yêu của các hoạt động giáo dục trong năm mới, chúng tôi sẽ xác định chi phí tham gia vào khóa học giáo dục năm thứ năm vào ngày 13 tháng 10 năm 2018 như sau:",2.870,,
SCHOOL-KO-017,학년 현장체험학습 참가비를 9월 27(화)~30일(금) 기간 동안 신청하신 수익자부담경비 납부계좌인 스쿨뱅킹 또는 신용카드를 통해 납부 바랍니다.,domain_term;money;schedule,현장체험학습;스쿨뱅킹;체험학습;참가비;납부;학년,vi,,,"Vui lòng thanh toán chi phí học tập trong năm học bằng ngân hàng trường học hoặc thẻ tín dụng, tài khoản thanh toán bảo đảm lợi nhuận mà bạn đã nộp đơn trong khoảng thời gian từ ngày 27 tháng 9 đến ngày 30 tháng 9.",2.736,,
SCHOOL-KO-018,1) 담임교사 수업공개 대상 학년교과시간참관 장소교사참관대상1학년창체2교시(9:50~10:30)해당 교실담임대상학급학부모2학년창체3학년창체6교시(13:40~14:20)4학년창체5학년창체6학년국어,domain_term;schedule;guardian_privacy;money,담임교사;대상;시간;장소;학급;학년,vi,,,Chương trình giảng dạy giáo viên học sinh học sinh học tập học sinh học lớp học học lớp học lớp học 1 năm học lớp học 2 giờ học lớp học ( 9:50 - 10:30) Giáo viên học sinh lớp học phụ huynh lớp học lớp thứ ba lớp học lớp 6 giờ học ( 13:40 - 14:20) Giáo viên lớp học lớp 5 năm học lớp 6 ngôn ngữ,3.897,,
SCHOOL-KO-019,"1. 수집 이용목적 : 학생의 긴급상황시 위기상담 지원 위함2. 수집항목 : 학생 개인정보, 보호자 연락처, 보호자 부재 시 연락처3. 이용 및 보유기간 : 2026학년도 (2026. 3. 3. ~ 2027. 2. 28.)",money;guardian_privacy;schedule,보호자 연락처;보호자;연락처;상담;학년;학생,vi,,,"1. mục đích thu thập: Hỗ trợ tham vấn khủng hoảng trong trường hợp khẩn cấp của sinh viên 2. mục tiêu thu thập : Thông tin cá nhân của sinh viên, liên hệ bảo vệ, liên hệ khi không có bảo vệ3. Thời gian sử dụng và lưu giữ: năm học 2026 (2026. 3. ~ 2027. 2. 28.)",3.681,,
SCHOOL-KO-020,"또한, 코로나 19로 학년별 등교일이 상이하여 e알리미를 통해 동의서를 온라인으로 수집하고자 하오니 개인정보 수집 이용 및 제3자 제공 관련 내용을 숙지하시어 동의 여부를 e알리미를 통해 제출해주시기 바랍니다.",submission;attendance;guardian_privacy;money;schedule,e알리미;동의서;코로나;등교;제출;학년,vi,,,"Ngoài ra, nếu bạn muốn thu thập sự đồng ý trực tuyến thông qua eAlimy để biết về việc thu thập dữ liệu cá nhân và cung cấp của bên thứ ba, xin vui lòng gửi cho tôi sự đồng ý hay không thông qua EAlimy.",2.892,,
